element_type,osmid,name,shop,geometry,amenity,name:ru,operator,phone,website,nodes,addr:city,addr:country,addr:housenumber,addr:region,addr:street,building,tourism,building:levels,smoking,denomination,historic,religion,leisure,opening_hours,abandoned,abandoned:cafe,description,office,branch,brand:wikidata,brand:wikipedia,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:twitter,contact:vk,contact:website,name:en,ref,wheelchair,abandoned:shop,abandoned:building,aeroway,club,power,ways,type
way,659775962,,,"POLYGON ((37.2391462 58.659746, 37.2392448 58.6597481, 37.2392476 58.6597118, 37.239149 58.6597098, 37.2391462 58.659746))",,,,,,"[6177141754, 6177141755, 6177141756, 6177141757, 6177141754]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778346,,,"POLYGON ((37.2430144 58.6591083, 37.2431258 58.6592656, 37.2432624 58.6592394, 37.243151 58.6590821, 37.2430144 58.6591083))",,,,,,"[6177164962, 6177164963, 6177164964, 6177164965, 6177164962]",,,8,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778347,,,"POLYGON ((37.2428159 58.6591201, 37.2428817 58.6592157, 37.242945 58.6593078, 37.2430255 58.6592928, 37.2428964 58.6591051, 37.2428159 58.6591201))",,,,,,"[6177164966, 6177164893, 6177164967, 6177164968, 6177164969, 6177164966]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778348,,,"POLYGON ((37.2426878 58.659048, 37.2427229 58.6590942, 37.2427884 58.6590808, 37.2427533 58.6590345, 37.2426878 58.659048))",,,,,,"[6177164970, 6177164971, 6177164972, 6177164973, 6177164970]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778349,,,"POLYGON ((37.2427691 58.6590296, 37.2427991 58.6590726, 37.2428542 58.6590621, 37.2428242 58.6590192, 37.2427691 58.6590296))",,,,,,"[6177164974, 6177164975, 6177164976, 6177164977, 6177164974]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778351,,,"POLYGON ((37.2432033 58.6593632, 37.2432607 58.6594416, 37.243318 58.6595201, 37.2434539 58.6594932, 37.2433392 58.6593363, 37.2432033 58.6593632))",,,,,,"[6177164979, 6177164983, 6177164980, 6177164981, 6177164982, 6177164979]",,,6,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778353,,,"POLYGON ((37.2430411 58.6594488, 37.24307 58.6594885, 37.2431067 58.6595389, 37.2431744 58.6595256, 37.2431579 58.6595029, 37.2431949 58.6594956, 37.2431729 58.6594653, 37.2431413 58.6594715, 37.2431348 58.6594625, 37.2431143 58.6594344, 37.2430411 58.6594488))",,,,,,"[6177164986, 6177164985, 6177164987, 6177164988, 6177164989, 6177164990, 6177164991, 6177164992, 6177164994, 6177164993, 6177164986]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778356,,,"POLYGON ((37.2433911 58.6596095, 37.2435068 58.6597719, 37.2435536 58.6597628, 37.2435632 58.6597762, 37.2436057 58.659768, 37.2435968 58.6597554, 37.2436352 58.659748, 37.243519 58.6595848, 37.2433911 58.6596095))",,,,,,"[6177164995, 6177164996, 6177164997, 6177164998, 6177164999, 6177165000, 6177165001, 6177165002, 6177164995]",,,4,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778358,,,"POLYGON ((37.243147 58.6596586, 37.2432465 58.6596393, 37.2432201 58.6596025, 37.2431206 58.6596219, 37.243147 58.6596586))",,,,,,"[6177165003, 6177165004, 6177165005, 6177165006, 6177165003]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778360,,,"POLYGON ((37.2433348 58.6596114, 37.2435175 58.659576, 37.2434976 58.6595481, 37.2433149 58.6595835, 37.2433348 58.6596114))",,,,,,"[6177165007, 6177165008, 6177165009, 6177165010, 6177165007]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778362,,,"POLYGON ((37.2431916 58.6596998, 37.2432274 58.659746, 37.2432448 58.6597686, 37.2433307 58.6597506, 37.2433199 58.6597367, 37.2433313 58.6597343, 37.2432889 58.6596794, 37.2431916 58.6596998))",,,,,,"[6177165011, 6177165045, 6177165012, 6177165013, 6177165014, 6177165015, 6177165016, 6177165011]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778364,,,"POLYGON ((37.2432838 58.6598674, 37.243384 58.6598495, 37.2433528 58.659802, 37.2432526 58.6598198, 37.2432838 58.6598674))",,,,,,"[6177165017, 6177165018, 6177165019, 6177165020, 6177165017]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778365,,,"POLYGON ((37.2436079 58.659929, 37.243637 58.6599623, 37.2436029 58.6599703, 37.2436373 58.6600096, 37.2436854 58.6599982, 37.2437553 58.6600781, 37.243799 58.6600678, 37.243809 58.6600792, 37.2439058 58.6600563, 37.2437624 58.6598925, 37.2436079 58.659929))",,,,,,"[6177165021, 6177165022, 6177165023, 6177165024, 6177165025, 6177165026, 6177165027, 6177165028, 6177165038, 6177165037, 6177165021]",,,2,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778368,,,"POLYGON ((37.2438766 58.6601583, 37.2439066 58.6601918, 37.2439887 58.6601719, 37.2439587 58.6601384, 37.2438766 58.6601583))",,,,,,"[6177165029, 6177165030, 6177165031, 6177165032, 6177165029]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778369,,,"POLYGON ((37.2439337 58.66023, 37.2440228 58.6602098, 37.2440018 58.6601848, 37.2439127 58.660205, 37.2439337 58.66023))",,,,,,"[6177165033, 6177165034, 6177165035, 6177165036, 6177165033]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659778377,,,"POLYGON ((37.2430161 58.6593954, 37.243073 58.659384, 37.2430643 58.6593722, 37.2431446 58.6593561, 37.2431255 58.6593304, 37.2429883 58.6593578, 37.2430161 58.6593954))",,,,,,"[6177165046, 6177165047, 6177165048, 6177165049, 6177165050, 6177165051, 6177165046]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855006,,,"POLYGON ((37.2434621 58.6589713, 37.2437086 58.6589232, 37.24366 58.6588557, 37.2434134 58.6589038, 37.2434621 58.6589713))",,,,,,"[6177962945, 6177962946, 6177962947, 6177962948, 6177962945]",,,11,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855007,,,"POLYGON ((37.2435931 58.659145, 37.2436406 58.6591356, 37.2436625 58.6591655, 37.2436953 58.659159, 37.2437018 58.6591679, 37.2437229 58.6591637, 37.2437152 58.6591532, 37.2437488 58.6591465, 37.2436903 58.6590666, 37.2435552 58.6590934, 37.2435931 58.659145))",,,,,,"[6177962949, 6177962950, 6177962951, 6177962952, 6177962953, 6177962954, 6177962955, 6177962956, 6177962957, 6177962958, 6177962949]",,,9,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855008,,,"POLYGON ((37.2436822 58.6592717, 37.2437667 58.6592557, 37.2437616 58.6592484, 37.2438108 58.6592391, 37.2437795 58.6591944, 37.2437254 58.6592046, 37.2437392 58.6592242, 37.2436595 58.6592394, 37.2436822 58.6592717))",,,,,,"[6177962959, 6177962960, 6177962961, 6177962962, 6177962963, 6177962964, 6177962965, 6177962966, 6177962959]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855009,,,"POLYGON ((37.2440122 58.659209, 37.2440779 58.6591962, 37.2440378 58.6591406, 37.2439721 58.6591534, 37.2440122 58.659209))",,,,,,"[6177962967, 6177962968, 6177962969, 6177962970, 6177962967]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855010,,,"POLYGON ((37.2437142 58.659317, 37.2437724 58.6593969, 37.2439165 58.6593685, 37.2438583 58.6592886, 37.2437142 58.659317))",,,,,,"[6177962971, 6177962972, 6177962973, 6177962974, 6177962971]",,,7,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855011,,,"POLYGON ((37.2438751 58.6595376, 37.2439384 58.65963, 37.2440921 58.6596015, 37.2440289 58.6595091, 37.2438751 58.6595376))",,,,,,"[6177962975, 6177962976, 6177962977, 6177962978, 6177962975]",,,5,,Юбилейная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855012,,,"POLYGON ((37.2440116 58.6597351, 37.2440615 58.6598059, 37.2442267 58.6597744, 37.24421 58.6597506, 37.2441746 58.6597574, 37.2441415 58.6597103, 37.2440116 58.6597351))",,,,,,"[6177962979, 6177962980, 6177962981, 6177962982, 6177962983, 6177962984, 6177962979]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855013,,,"POLYGON ((37.2441592 58.6599445, 37.2442553 58.6600804, 37.2443176 58.6600684, 37.244326 58.6600802, 37.2443772 58.6600704, 37.244368 58.6600574, 37.2444154 58.6600483, 37.2444012 58.6600283, 37.2444377 58.6600213, 37.2444117 58.6599846, 37.2443731 58.659992, 37.244318 58.6599141, 37.2441592 58.6599445))",,,,,,"[6177962985, 6177962986, 6177962987, 6177962988, 6177962989, 6177962990, 6177962991, 6177962992, 6177962993, 6177962994, 6177962995, 6177962996, 6177962985]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855014,,,"POLYGON ((37.244348 58.6602125, 37.2444028 58.6602941, 37.2444346 58.6602883, 37.2444582 58.6603235, 37.2447285 58.6602745, 37.2447028 58.6602361, 37.2446409 58.6602473, 37.244614 58.6602071, 37.2446362 58.6602031, 37.2446105 58.6601649, 37.244348 58.6602125))",,,,,,"[6177962997, 6177962998, 6177962999, 6177963000, 6177963001, 6177963002, 6177963003, 6177963004, 6177963005, 6177963006, 6177962997]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855015,,,"POLYGON ((37.2448175 58.6603899, 37.2448913 58.6603775, 37.2448572 58.6603228, 37.2447835 58.6603352, 37.2448175 58.6603899))",,,,,,"[6177963007, 6177963008, 6177963009, 6177963010, 6177963007]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855016,,,"POLYGON ((37.2449359 58.6600727, 37.2451156 58.6600379, 37.2450704 58.6599749, 37.2448908 58.6600097, 37.2449359 58.6600727))",,,,,,"[6177963011, 6177963012, 6177963013, 6177963014, 6177963011]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855017,,,"POLYGON ((37.2447309 58.6597755, 37.2447658 58.6598248, 37.2447016 58.6598371, 37.2447714 58.6599358, 37.2450139 58.6598894, 37.2449869 58.6598512, 37.2449092 58.6597414, 37.2447309 58.6597755))",,,,,,"[6177963015, 6177963016, 6177963017, 6177963018, 6177963019, 6177963077, 6177963020, 6177963015]",,,4,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855018,,,"POLYGON ((37.24461 58.6595924, 37.2446652 58.6596721, 37.2448386 58.6596395, 37.2447833 58.6595599, 37.24461 58.6595924))",,,,,,"[6177963021, 6177963022, 6177963023, 6177963024, 6177963021]",,,6,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855019,,,"POLYGON ((37.2445321 58.6594228, 37.2445866 58.6595007, 37.2447249 58.6594745, 37.2446704 58.6593966, 37.2445321 58.6594228))",,,,,,"[6177963025, 6177963026, 6177963027, 6177963028, 6177963025]",,,8,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855020,,,"POLYGON ((37.2443652 58.6592281, 37.2444195 58.6593038, 37.2445864 58.6592714, 37.2445321 58.6591957, 37.2443652 58.6592281))",,,,,,"[6177963029, 6177963030, 6177963031, 6177963032, 6177963029]",,,10,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855021,,,"POLYGON ((37.2444167 58.659174, 37.2444983 58.6591583, 37.2444764 58.6591275, 37.2443948 58.6591433, 37.2444167 58.659174))",,,,,,"[6177963033, 6177963034, 6177963035, 6177963036, 6177963033]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855022,,,"POLYGON ((37.2443058 58.6590735, 37.2443513 58.6591391, 37.2444764 58.6591157, 37.244431 58.6590501, 37.2443058 58.6590735))",,,,,,"[6177963037, 6177963038, 6177963039, 6177963040, 6177963037]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855023,,,"POLYGON ((37.2442753 58.6590656, 37.2444237 58.6590381, 37.2443591 58.658944, 37.2442107 58.6589716, 37.2442753 58.6590656))",,,,,,"[6177963041, 6177963042, 6177963043, 6177963044, 6177963041]",,,12,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855024,,,"POLYGON ((37.2438879 58.6588836, 37.2440525 58.6588534, 37.2440681 58.6588763, 37.2441475 58.6588617, 37.24413 58.658836, 37.2442648 58.6588112, 37.2442192 58.6587441, 37.2438403 58.6588138, 37.2438879 58.6588836))",,,,,,"[6177963045, 6177963046, 6177963047, 6177963048, 6177963049, 6177963050, 6177963051, 6177963052, 6177963045]",,,14,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855025,,,"POLYGON ((37.2442193 58.6588976, 37.244308 58.6588819, 37.2442896 58.6588537, 37.2442008 58.6588694, 37.2442193 58.6588976))",,,,,,"[6177963053, 6177963054, 6177963055, 6177963056, 6177963053]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855026,,,"POLYGON ((37.2438975 58.6589055, 37.2439667 58.6590052, 37.2440535 58.658989, 37.2439843 58.6588892, 37.2438975 58.6589055))",,,,,,"[6177963057, 6177963058, 6177963059, 6177963060, 6177963057]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855027,,,"POLYGON ((37.2437824 58.6589045, 37.2438525 58.6588924, 37.2438149 58.6588335, 37.2437448 58.6588456, 37.2437824 58.6589045))",,,,,,"[6177963061, 6177963062, 6177963063, 6177963064, 6177963061]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855028,,,"POLYGON ((37.2436958 58.6589953, 37.2437976 58.6589764, 37.2437725 58.6589397, 37.2436706 58.6589586, 37.2436958 58.6589953))",,,,,,"[6177963065, 6177963066, 6177963067, 6177963068, 6177963065]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855034,,,"POLYGON ((37.2439871 58.6596822, 37.2440144 58.6597199, 37.2440918 58.6597047, 37.2440644 58.659667, 37.2439871 58.6596822))",,,,,,"[6177963069, 6177963070, 6177963071, 6177963072, 6177963069]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855040,,,"POLYGON ((37.2447727 58.6597545, 37.2448872 58.6597326, 37.2448594 58.6596933, 37.2447449 58.6597151, 37.2447727 58.6597545))",,,,,,"[6177963081, 6177963082, 6177963083, 6177963084, 6177963081]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855046,,,"POLYGON ((37.2444602 58.659864, 37.2445521 58.6599932, 37.2446144 58.6599812, 37.2445224 58.659852, 37.2444602 58.659864))",,,,,,"[6177963088, 6177963089, 6177963090, 6177963091, 6177963088]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659855047,,,"POLYGON ((37.244341 58.6595629, 37.2445346 58.6595257, 37.2445009 58.6594783, 37.2443074 58.6595155, 37.244341 58.6595629))",,,,,,"[6177963092, 6177963093, 6177963094, 6177963095, 6177963092]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856376,,,"POLYGON ((37.2445863 58.6586826, 37.2447161 58.6588711, 37.2447776 58.6588596, 37.2447691 58.6588473, 37.2448196 58.6588379, 37.2447765 58.6587744, 37.2446983 58.6586618, 37.2445863 58.6586826))",,,,,,"[6177973855, 6177973856, 6177973857, 6177973858, 6177973859, 6177975621, 6177973860, 6177973855]",,,11,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856377,,,"POLYGON ((37.2448942 58.6591421, 37.2450146 58.6591198, 37.2449562 58.6590344, 37.2448978 58.6589491, 37.2447774 58.6589714, 37.2448942 58.6591421))",,,,,,"[6177973861, 6177973862, 6177973865, 6177973863, 6177973864, 6177973861]",,,9,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856379,,,"POLYGON ((37.2449678 58.6592446, 37.2450715 58.6593978, 37.2451913 58.6593759, 37.2451394 58.6592993, 37.2450876 58.6592226, 37.2449678 58.6592446))",,,,,,"[6177973867, 6177973868, 6177973869, 6177973871, 6177973870, 6177973867]",,,7,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856382,,,"POLYGON ((37.2451578 58.6595114, 37.2452934 58.6597107, 37.2453778 58.6596952, 37.2453653 58.6596768, 37.2453897 58.6596723, 37.2453291 58.6595832, 37.2452666 58.6594914, 37.2451578 58.6595114))",,,,,,"[6177973875, 6177973876, 6177973877, 6177973878, 6177973879, 6177164942, 6177973880, 6177973875]",,,5,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856383,,,"POLYGON ((37.2456019 58.6595625, 37.245681 58.6595477, 37.2456317 58.6594766, 37.2455527 58.6594913, 37.2455853 58.6595384, 37.2456019 58.6595625))",,,,,,"[6177973881, 6177973882, 6177973883, 6177973884, 6177164943, 6177973881]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856384,,,"POLYGON ((37.2456573 58.6596059, 37.2457168 58.6595953, 37.2456888 58.6595525, 37.2456293 58.6595631, 37.2456573 58.6596059))",,,,,,"[6177975485, 6177975486, 6177975487, 6177975488, 6177975485]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856385,,,"POLYGON ((37.2455447 58.6594544, 37.2456059 58.6594431, 37.2455571 58.6593717, 37.2454959 58.6593831, 37.2455447 58.6594544))",,,,,,"[6177975489, 6177975490, 6177975491, 6177975492, 6177975489]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856386,,,"POLYGON ((37.2453663 58.6592202, 37.2453885 58.6592515, 37.2454084 58.6592794, 37.2454898 58.6592637, 37.2454477 58.6592046, 37.2453663 58.6592202))",,,,,,"[6177975493, 6177973872, 6177975494, 6177975495, 6177975496, 6177975493]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856387,,,"POLYGON ((37.2452262 58.6589927, 37.2452847 58.6590777, 37.2453532 58.6590649, 37.2452948 58.6589799, 37.2452262 58.6589927))",,,,,,"[6177975497, 6177975498, 6177975499, 6177975500, 6177975497]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856388,,,"POLYGON ((37.2451024 58.6588986, 37.2452078 58.6588792, 37.2451844 58.6588448, 37.245079 58.6588642, 37.2451024 58.6588986))",,,,,,"[6177975501, 6177975502, 6177975503, 6177975504, 6177975501]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856389,,,"POLYGON ((37.2449314 58.6587856, 37.2450742 58.6587591, 37.2450528 58.6587279, 37.2449099 58.6587543, 37.2449314 58.6587856))",,,,,,"[6177975505, 6177975506, 6177975507, 6177975508, 6177975505]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856390,,,"POLYGON ((37.2453619 58.6598145, 37.2454544 58.6599613, 37.2456133 58.6599342, 37.2455743 58.6598724, 37.2455303 58.6598799, 37.245516 58.6598572, 37.2455977 58.6598433, 37.2455585 58.659781, 37.2453619 58.6598145))",,,,,,"[6177975509, 6177975510, 6177975511, 6177975512, 6177975513, 6177975514, 6177975515, 6177975516, 6177975509]",,,3,,улица Гагарина,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856392,,,"POLYGON ((37.2457437 58.6597596, 37.2457793 58.6598139, 37.2458144 58.6598658, 37.2458951 58.6598513, 37.2458245 58.6597451, 37.2457437 58.6597596))",,,,,,"[6177975517, 6177975521, 6177975518, 6177975519, 6177975520, 6177975517]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856393,,,"POLYGON ((37.2455435 58.6600829, 37.245628 58.6602158, 37.2457994 58.6601863, 37.2457661 58.660134, 37.2457238 58.6601412, 37.2457116 58.6601221, 37.2458186 58.6601037, 37.2458039 58.6600806, 37.2457294 58.6600934, 37.2457051 58.6600551, 37.2455435 58.6600829))",,,,,,"[6177975522, 6177975523, 6177975524, 6177975525, 6177975526, 6177975527, 6177975528, 6177975529, 6177975530, 6177975531, 6177975522]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856395,,,"POLYGON ((37.2456939 58.660309, 37.2458054 58.6602912, 37.2457828 58.660253, 37.2456713 58.6602708, 37.2456939 58.660309))",,,,,,"[6177975533, 6177975534, 6177975535, 6177975536, 6177975533]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856396,,,"POLYGON ((37.2458944 58.6604025, 37.2459373 58.6604785, 37.2461401 58.6604475, 37.2460972 58.6603716, 37.2458944 58.6604025))",,,,,,"[6177975537, 6177975538, 6177975539, 6177975540, 6177975537]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856397,,,"POLYGON ((37.2464077 58.6604634, 37.2467703 58.6603981, 37.2467263 58.6603321, 37.2464559 58.6603808, 37.2464743 58.6604085, 37.2463821 58.6604251, 37.2464077 58.6604634))",,,,,,"[6177975541, 6177975542, 6177975543, 6177975544, 6177975545, 6177975546, 6177975541]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856398,,,"POLYGON ((37.2464673 58.660226, 37.2466412 58.6601939, 37.246593 58.6601233, 37.2464191 58.6601554, 37.2464673 58.660226))",,,,,,"[6177975547, 6177975548, 6177975549, 6177975550, 6177975547]",,,2,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856399,,,"POLYGON ((37.2462062 58.6600428, 37.2462869 58.6600278, 37.2463014 58.6600489, 37.2465164 58.6600091, 37.246477 58.6599516, 37.246447 58.6599572, 37.2464328 58.6599365, 37.2462585 58.6599688, 37.2462487 58.6599546, 37.2461573 58.6599715, 37.2462062 58.6600428))",,,,,,"[6177975551, 6177975552, 6177975553, 6177975554, 6177975555, 6177975556, 6177975557, 6177975558, 6177975559, 6177975560, 6177975551]",,,4,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856400,,,"POLYGON ((37.2460883 58.6598627, 37.2463844 58.6598112, 37.2463436 58.6597478, 37.2461384 58.6597835, 37.2461289 58.6597688, 37.2460381 58.6597846, 37.2460883 58.6598627))",,,,,,"[6177975561, 6177975562, 6177975563, 6177975564, 6177975565, 6177975566, 6177975561]",,,6,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856401,,,"POLYGON ((37.2460531 58.6596449, 37.2462492 58.6596085, 37.2462023 58.6595401, 37.2461047 58.6595582, 37.2460923 58.6595402, 37.2459938 58.6595585, 37.2460531 58.6596449))",,,,,,"[6177975567, 6177975568, 6177975569, 6177975570, 6177975571, 6177975572, 6177975567]",,,8,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856402,,,"POLYGON ((37.2461114 58.6595392, 37.2461919 58.6595242, 37.2462337 58.6595163, 37.2462123 58.6594853, 37.246166 58.6594939, 37.2460899 58.6595081, 37.2461114 58.6595392))",,,,,,"[6177975573, 6177975632, 6177975574, 6177975575, 6177975633, 6177975576, 6177975573]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856403,,,"POLYGON ((37.2459787 58.6594529, 37.2460323 58.6594431, 37.2460396 58.659454, 37.2460662 58.6594492, 37.2460586 58.6594379, 37.2461212 58.6594265, 37.2460708 58.6593517, 37.245928 58.6593778, 37.2459787 58.6594529))",,,,,,"[6177975577, 6177975578, 6177975579, 6177975580, 6177975581, 6177975582, 6177975583, 6177975584, 6177975577]",,,10,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856404,,,"POLYGON ((37.2458271 58.6592532, 37.2458758 58.6592439, 37.2458847 58.6592565, 37.2459162 58.6592505, 37.2459067 58.6592369, 37.2459823 58.6592225, 37.2459253 58.6591416, 37.2457694 58.6591713, 37.2458271 58.6592532))",,,,,,"[6177975585, 6177975586, 6177975587, 6177975588, 6177975589, 6177975590, 6177975591, 6177975592, 6177975585]",,,12,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856405,,,"POLYGON ((37.2457149 58.6590574, 37.2458492 58.6590322, 37.2458034 58.658966, 37.2457961 58.6589555, 37.2455546 58.6590007, 37.2455781 58.6590346, 37.2456287 58.6590252, 37.2456407 58.6590426, 37.2456973 58.659032, 37.2457149 58.6590574))",,,,,,"[6177975593, 6177975594, 6177975636, 6177975595, 6177975596, 6177975597, 6177975598, 6177975599, 6177975600, 6177975593]",,,14,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659856407,,,"POLYGON ((37.2454954 58.658791, 37.2455574 58.6588792, 37.2455935 58.6588723, 37.2456049 58.6588886, 37.2456472 58.6588806, 37.2456368 58.6588659, 37.2456822 58.6588573, 37.2456701 58.6588401, 37.245712 58.6588321, 37.245661 58.6587595, 37.2454954 58.658791))",,,,,,"[6177975602, 6177975603, 6177975604, 6177975605, 6177975606, 6177975607, 6177975608, 6177975609, 6177975610, 6177975611, 6177975602]",,,16,,улица Демьяна Бедного,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
